hs6,hscode,품명,MFN(2순위),잠정세율(2순위),APTA(1순위),FTA세율
711590,7115909000,Other,10%,,,
711610,7116100000,Of natural or cultured pearls,10%,,,
711620,7116200000,"Of precious or semi-precious stones (natural, synthetic or reconstructed)",10%,,,
711711,7117110000,Cuff-links and studs,10%,,,
711719,7117190000,Other,8%,,5.20%,5.10%
711790,7117900000,Other,18%,,11.70%,22.70%
711810,7118100000,"Coin (other than gold coin), not being legal tender",0%,,,
711890,7118900010,Gold coins (gold precious metal commemorative coins),0%,,,
711890,7118900090,Other coins,0%,,,
720110,7201100010,"High purity iron phosphorus content (<0.08％, manganese content<0.03％, sulfur content<0.02％, titanium content<0.02％)",1%,,,0%
720110,7201100090,"Non alloy cast iron, phosphorus content is less than or equal to 0.5％ (manganese content < 0.08％, phosphorus content <0.03％, sulfur content <0.02％, containing high purity pig iron titanium content <0.03％ except)",1%,,,0%
720120,7201200000,Non-alloy pig iron containing by weight more than 0.5％ of phosphorus,1%,,,0%
720150,7201500010,Alloy pig iron,1%,,,0%
720150,7201500090,Spiegeleisen,1%,,,0%
720211,7202110000,Containing by weight more than 2％ of carbon,2%,,,0%
720219,7202190000,Other,2%,,,0%
720221,7202210010,"Ferro-silicon, containing more than 55％ but less than 90％ of silicon",2%,,,0%
720221,7202210090,"Ferro-silicon, containing more than 90％ of silicon",2%,,,0%
720229,7202290010,"Ferro-silicon, containing more than 30％ but less than 55％ of silicon",2%,,,0%
720229,7202290090,"Ferro-silicon, containing less than 30％ of silicon",2%,,,0%
720230,7202300000,Ferro-silico-manganese,2%,,,0%
720241,7202410000,Containing by weight more than 4％ of carbon,2%,0%,,0%
720249,7202490000,Other,2%,1%,,0%
720250,7202500000,Ferro-silico-chromium,2%,,,0%
720260,7202600000,Ferro-nickel,2%,0%,,0%
720270,7202700000,Ferro-molybdenum,2%,1%,,0%
720280,7202801000,Ferro-tungsten,2%,1%,,0%
720280,7202802000,Ferro-silico-tungsten,2%,,,0%
720291,7202910000,Ferro-titanium and ferro-silico-titanium,2%,,,0%
720292,7202921000,Containing by weight more than 75％ of ranadium,5%,,,0%
720292,7202929000,Other,5%,,,0%
720293,7202930010,Ferro-tantalum-niobium alloy (containing < 10％ by weight of tantalum),2%,0%,,0%
720293,7202930090,Other ferro-niobium,2%,0%,,0%
720299,7202991100,Rapid setting permanent magnet film,2%,,,0%
720299,7202991200,Magnetic powder,2%,,,0%
720299,7202991900,Other,2%,,,0%
720299,7202999110,"Containing by weight more than 30％ of middle heavy rare-earth, alloy iron(containing by weight more than 10％ of rare-earth element)",2%,,,0%
720299,7202999191,Rare earth ferrosilicon alloy (containing by weight more than 10％ of rare-earth element),2%,,,0%
720299,7202999199,"Containing weight by more than 10％ of rare-earth element, alloy iron",2%,,,0%
720299,7202999900,Other,2%,,,0%
720310,7203100010,Hot iron,2%,0%,,0%
720310,7203100090,"Other ferrous products obtained by direct reduction of iron ore(in lumps, pellets or similar forms)",2%,,,0%
720390,7203900000,Other,2%,,,0%
720410,7204100010,Recycled iron and steel raw materials meeting the requirements of GB/t39733-2020,2%,,,0%
720410,7204100090,Other cast iron scrap,2%,,,0%
720421,7204210010,Other recycled iron and steel raw materials meeting the requirements of GB/t39733-2020,0%,,,
720421,7204210090,Other stainless steel scrap,0%,,,
720429,7204290010,Other recycled iron and steel raw materials meeting the requirements of GB/t39733-2020,0%,,,
720429,7204290090,Other alloy steel scrap,0%,,,
720430,7204300000,Waste and scrap of tinned iron or steel,2%,,,0%
720441,7204410010,"Recycled iron and steel raw materials produced in mechanical processing meeting the requirements of GB / t39733-2020 standard (mechanical processing refers to turning, planing, milling, grinding, sawing, filing, shearing and punching)",2%,,,0.60%
720441,7204410090,"Iron and steel scrap produced in other machining (machining refers to turning, planing, milling, grinding, sawing, filing, shearing and punching)",2%,,,0.60%
720449,7204490010,Compressed piece of scrap automobile,0%,,,
720449,7204490020,Waste hardware and electric appliance mainly for recoverying steel and iron,0%,,,
720449,7204490030,Unlisted recycled iron and steel raw materials meeting the requirements of GB/t39733-2020,0%,,,
720449,7204490090,"Other ferrous waste and scrap, not elsewhere specifiled or included",0%,,,
720450,7204500000,Remelting scrap ingots,0%,,,
720510,7205100000,Granules,2%,,,0%
720521,7205210000,Of alloy steel,2%,,,0%
720529,7205291000,"Iron powder, the average particle size is less than 10 microns",2%,,,0.60%
720529,7205299000,other,2%,,,0.60%
720610,7206100000,Ingots,2%,,,0%
720690,7206900000,Other,2%,,,0%
720711,7207110000,"Of rectangular (including square) cross-section, the width measuring less than twice the thickness",2%,,,0%
720712,7207120010,Other continuous casting slab of other rectangular section with a thickness greater than 400 MM (with a carbon content less than 0.25% (except for square section)),2%,,,0%
720712,7207120090,Other rectangular section steel billets (with a carbon content less than 0.25% (except for square section)),2%,,,0%
720719,7207190010,Other continuous casting slab of other rectangular section with a thickness greater than 400 MM (with a carbon content less than 0.25% (except for square section)),2%,,,1%
720719,7207190090,Other rectangular section steel billets (with a carbon content less than 0.25% (except for square section)),2%,,,1%
720720,7207200010,"With the continuous casting roung billet (wheel diameter is 380 MM and 450 MM, tolerance of + 1.2%, the carbon content of manganese content :: 0.38% - 0.85%, 0.68% - 1.2%, P=0.012%, total oxide content is less than 0.0012%)",2%,,,0%
720720,7207200090,Other billets with a carbon content of less than 0.25%,2%,,,0%
720810,7208100000,"In coils, not further worked than hot-rolled, with patterns in relief",5%,,,1.50%
720825,7208250000,Of a thickness of 4. 75mm or more,5%,,,
720826,7208261000,Of a yield strength exceeding 355N/ mm2,5%,,,
720826,7208269000,Other,5%,,,
720827,7208271000,Of a thickness of less than 1. 5mm,5%,,,2.60%
720827,7208279000,Other,5%,,,
720836,7208360000,Of a thickness exceeding 10mm,6%,,,1.80%
720837,7208370000,Of a thickness of 4. 75mm or more but not exceeding 10mm,5%,,,1.50%
720838,7208381000,Of a yield strength exceeding 355N/ mm2,5%,,,1.50%
720838,7208389000,Other,5%,,,1.50%
720839,7208391000,Of a thickness of less than 1. 5mm,3%,,,0.90%
720839,7208399000,Other,3%,,,0.90%
720840,7208400000,"Not in coils, not further worked than hot-rolled, with patterns in relief",6%,,,1.80%
720851,7208511000,Of a thickness exceeding 50mm,6%,,,3.20%
720851,7208512000,Of a thickness exceeding 20mm but not exceeding 50mm,6%,,,3.20%
720851,7208519000,Other,6%,,,1.80%
720852,7208520000,Of a thickness of 4. 75mm or more but not exceeding 10mm,6%,,,1.80%
720853,7208531000,Of a yield strength exceeding 355N/ mm2,6%,,5.10%,1.80%
720853,7208539000,Other,6%,,5.10%,1.80%
720854,7208541000,Of a thickness of less than1. 5mm:,6%,,5.10%,0%
720854,7208549000,Other,6%,,5.10%,3.20%
720890,7208900000,Other,6%,,,
720915,7209151000,Of a yield strength exceeding 355N/ mm2,6%,,,1.80%
720915,7209159000,Other,6%,,,1.80%
720916,7209161000,Of a yield strength exceeding 275N/ mm2,6%,,4.20%,1.80%
720916,7209169000,Other,6%,,4.20%,4.20%
720917,7209171000,Of a yield strength exceeding 275N/ mm2,3%,,2.10%,1.60%
720917,7209179000,Other,3%,,2.10%,0.90%
720918,7209181000,Of a thickness less than 0. 3mm,6%,4%,4.20%,4.20%
720918,7209189000,Other,6%,,4.20%,4.20%
720925,7209250000,Of a thickness of 3mm or more,6%,,,1.80%
720926,7209260000,Of a thickness exceeding 1mm but less than 3mm,6%,,,
720927,7209270000,Of a thickness of 0. 5mm or more but not exceeding 1mm,6%,,4.20%,4.20%
720928,7209280000,Of a thickness of less than 0. 5mm,6%,,,
720990,7209900000,Other,6%,,4.20%,1.80%
721011,7210110000,Of a thickness of 0. 5mm or more,9%,,,3%
721012,7210120000,Of a thickness of less than 0. 5mm,5%,,,
721020,7210200000,"Plated or coated with lead, including terneplate",4%,,,0%
721030,7210300000,Electrolytically plated or coated with zinc,8%,,,
721041,7210410000,Corrugated,8%,,,0%
721049,7210490000,Other,4%,,,
721050,7210500000,Plated or coated with chromium oxides or with chromium and chromium oxides,8%,,,2.40%
721061,7210610000,Plated or coated with aluminium-zinc alloys,8%,,,
721069,7210690000,Other,8%,,,
721070,7210701000,Of a thickness of less than 1.5mm,4%,,,2.10%
721070,7210709000,Other,4%,,,2.10%
721090,7210900000,Other,8%,,,4.20%
721113,7211130000,"Rolled on four faces or in a closed box pass, of a width exceeding 150mm and a thickness of not less than 4mm, not in coils and without patterns in relief",6%,,,1.80%
721114,7211140000,"Other, of a thickness of 4. 75mm or more",6%,,,1.80%
721119,7211190000,Other,6%,,,3.20%
721123,7211230000,Containing by weight less than 0. 25％ of carbon,6%,,,3.20%
721129,7211290000,Other,6%,,,3.20%
721190,7211900000,Other,6%,,,1.80%
721210,7212100000,Plated or coated with tin,5%,,,1.50%
721220,7212200000,Electrolytically plated or coated with zinc,8%,,,4.20%
721230,7212300000,Otherwise plated or coated with zinc,8%,,,2.40%
721240,7212400000,"Painted, varnished or coated with plastics",4%,,,2.10%
721250,7212500000,Otherwise plated or coated,8%,,,4.20%
721260,7212600000,Clad,8%,,,2.40%
721310,7213100000,"Containing indentations, ribs, grooves or other deformations produced during the rolling process",3%,,,0%
721320,7213200000,"Other, of free-cutting steel",3%,,,1.60%
721391,7213910000,Of circular cross-section measuring less than 14mm in diameter,5%,,4.30%,1.50%
721399,7213990000,Other,5%,,,2.60%
721410,7214100000,Forged,7%,,,2.10%
721420,7214200000,"Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",3%,,0%,0%
721430,7214300000,"Other, of free-cutting steel",7%,,,2.10%
721491,7214910000,Of rectangular cross section (other than square),3%,,,0%
721499,7214990000,Other,3%,,,0%
721510,7215100000,"Of free-cutting steel, not further worked than coldformed or cold-finished",7%,,,2.10%
721550,7215500000,"Other, not further worked than cold-formed or coldfinished",7%,,,3.70%
721590,7215900000,Other,3%,,,0%
721610,7216101000,H sections,3%,,,0%
721610,7216102000,I sections,3%,,,0%
721610,7216109000,Other,3%,,,0%
721621,7216210000,L sections,6%,,,1.80%
721622,7216220000,T sections,6%,,,0%
721631,7216310000,U sections,6%,,,1.80%
721632,7216321000,Of a height exceeding 200mm,6%,,,1.80%
721632,7216329000,Other,6%,,,1.80%
721633,7216331100,Of a height exceeding 800mm,6%,,,0%
721633,7216331900,Other,6%,,,3.20%
721633,7216339000,Other,6%,,,1.80%
721640,7216401000,L sections,3%,,,0%
721640,7216402000,T sections,3%,,,0%
721650,7216501000,Z sections,6%,,,0%
721650,7216502000,Bulb flat steel,3%,,,0%
721650,7216509000,Other,3%,,,0%
721661,7216610000,Obtained from flat-rolled products,3%,,,0%
721669,7216690000,Other,3%,,,0%
721691,7216910000,Cold-formed or cold-finished from flat-rolled products,3%,,,0%
721699,7216990000,Other,3%,,,0%
721710,7217100000,"Not plated or coated, whether or not polished",8%,,,
721720,7217200000,Plated or coated with zinc,8%,,,2.40%
721730,7217301000,Plated or coated with copper,8%,,6.40%,6.40%
721730,7217309000,Other,8%,,6.40%,4.20%
721790,7217900000,Other,8%,,,2.40%
721810,7218100000,Ingots and other primary forms,2%,,,0%
721891,7218910000,Of rectangular (other than square) cross-section,2%,,,0%
721899,7218990010,Stainless steel semi-finished products with square section,2%,,,0%
721899,7218990090,Other semi-finished products of stainless steel:,2%,,,0%
721911,7219110000,Of a thickness exceeding 10mm,4%,,,0%
721912,7219121000,"Of width 600 mm and above, but not more than 1800 mm",4%,,,1.20%
721912,7219129000,other,4%,,,1.20%
721913,7219131200,Containing more than 5.5％ by weight of manganese of Ferro-chromium-manganese steel,4%,,,0%
721913,7219131900,Other,4%,,,1.20%
721913,7219132200,Containing more than 5. 5％ by weight of manganese of Ferro-chromiam-manganese steel,4%,,,0%
721913,7219132900,Other,4%,,,1.20%
721914,7219141200,Containing more than 5. 5％ by weight of manganese of Ferro-chromium-marganese steel,4%,,,0%
721914,7219141900,Other,4%,,,0%
721914,7219142200,Containing more than 5. 5％ by weight of manganese of ferro chromium-manganese steel,4%,,,0%
721914,7219142900,Other,4%,,,0%
721921,7219210000,Of a thickness exceeding 10mm,6%,,5.60%,5.30%
721922,7219220000,Of a thickness of 4. 75mm or more but not exceeding 10mm,6%,,5.60%,6.50%
721923,7219230000,Of a thickness of 3mm or more but less than 4.75mm,6%,,5.60%,5.30%
721924,7219241000,"Of a thickness exceeding 1mm, but less than 3mm",6%,,5.60%,5.30%
721924,7219242000,Of a thickness of 0. 5mm or more but not exceeding 1mm,6%,,5.60%,6.50%
721924,7219243000,Of a thickness of less than 0. 5mm,6%,,5.60%,5.30%
721931,7219310000,Of a thickness of 4. 75mm or more,6%,,,3%
721932,7219321000,"Of width 600 mm and above, but not more than 1800 mm",6%,,,3%
721932,7219329000,other,6%,,,3%
721933,7219331000,Containing more than 5. 5％ by weight of manganese of ferro chromium-manganese steel,6%,,,3%
721933,7219339000,Other,6%,,,5.30%
721934,7219340000,Of a thickness of 0. 5mm or more but not exceeding 1mm,6%,,,6.50%
721935,7219350000,Of a thickness of less than 0. 5mm,6%,,,6.50%
721990,7219900000,Other,6%,,,3%
722011,7220110000,Of a thickness of 4. 75mm or more,6%,,,
722012,7220120000,Of a thickness of less than 4. 75mm,6%,,,3%
722020,7220202000,Of a thickness of 0.35mm orless,6%,,,5.30%
722020,7220203000,Of a thickness of more than 0.35mm but less than 3mm,6%,,,5.30%
722020,7220204000,Of a thickness of 3mm or more,6%,,,3%
722090,7220900000,Other,6%,,,3%
722100,7221000000,"Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel",6%,,4.80%,8%
722211,7222110000,Of circular cross-section,6%,,5.40%,9%
722219,7222190000,Other,6%,,5.40%,9%
722220,7222200000,"Bars and rods, not further worked than cold-formed or cold-finished",6%,,,
722230,7222300000,Other bars and rods,6%,,5.30%,9%
722240,7222400000,"Angles, shapes and sections",6%,,,
722300,7223000000,Wire of stainless steel,6%,,,
722410,7224100000,Ingots and other primary forms,2%,,,0%
722490,7224901000,"Raw casting forging stocks, individual piece weight of 10t or more",2%,,,0%
722490,7224909010,"Other alloy steel round billet, larger than 700mm in diameter (other alloy ingots and other primary forms)",2%,,,0%
722490,7224909090,"Other alloy steel billet, except alloy steel round billet , with a diameter larger than 700mm (other alloy ingots and other primary forms)",2%,,,0%
722511,7225110000,Grain-oriented,3%,,2.10%,2.10%
722519,7225190000,Other,6%,,,
722530,7225300000,"Other, not further worked than hot-rolled, in coils",3%,,,
722540,7225401000,Tool steel,3%,,,0%
722540,7225409100,Alloy steel containing boron,3%,,,0%
722540,7225409900,Other,3%,,,0%
722550,7225500000,"Other, not further worked than cold-rolled (cold-reduced)",3%,,,
722591,7225910000,Electrolytically plated or coated with zinc,7%,,,2.10%
722592,7225920000,Otherwise plated or coated with zinc,7%,,,3.70%
722599,7225991000,Of high speed steel,3%,,,0%
722599,7225999000,Other,7%,,,2.10%
