HS6,HSCODE,NM_EN,NM_KO
392113,3921130000,polyurethane cellular sheet nonwoven fabric burgandy ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric lpurple ,
392113,3921130000,polyurethane cellular sheet knit fabric door trimcenter paner cloth using partial fabric ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric dark blue ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric tan ,
392113,3921130000,other sheets polyurethanes cellular new ngb base ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric linning base white ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric dkdk brown ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric lpurple ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric redpink ,
392113,3921130000,polyurethane sheet cellular grip tape tennis racket ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric brown ,
392113,3921130000,polyurethane cellular sheet synthetic upskin ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric green ,
392113,3921130000,polyurethane cellular sheet door trimarm rest using partial fabric ,
392113,3921130000,polyurethane platecellular ,
392113,3921130000,laminated polyurethane cellular sheet fabrics ,
392113,3921130000,laminated polyurethane cellular sheet fabrics ,
392113,3921130000,laminated polyurethane cellular sheet fabrics furnis ,
392113,3921130000,sheet polyurethane cellular ,
392113,3921130000,sheet polyurethane cellular ,
392113,3921130000,polyurethane sheet cellular wet polyurethane leather thickness width wet inner fabric ,
392113,3921130000,polyurethane cellular sheet nonwove fabric ,
392113,3921130000,polyurethane resin sheet felt cellular type inch polyurethane ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric purple ,
392113,3921130000,polyurethane cellular sheet ,
392113,3921130000,polyurethane cellular sheet knitted fabrics ,
392113,3921130000,polyurethane plate cellular ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric orange ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric pink ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric green ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric jade ,
392113,3921130000,polyurethane plate cellular padabsorber ,
392113,3921130000,polyurethane plate cellular srf pad ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric ,
392113,3921130000,wet dry polyurethane leather thickness width wet fabric ,
392113,3921130000,laminated polyurethane cellular sheet nonwovens ,
392113,3921130000,polyurethane cellular sheet nonwovens venet ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric sky ,
392113,3921130000,laminated polyurethane cellular sheet fabric ,
392113,3921130000,polyurethane cellular sheet knit fabrics ,
392113,3921130000,polyurethane cellular sheet nonwoven fabric yellow ,
392113,3921130000,polyurethane cellular sheet knit fabric sponge section ,
392113,3921130000,polyurethane sheet polyurethane leather ,
392113,3921130000,polyurethane resin sheet non woven fabric cellular type inch polyurethane fabric ,
392113,3921130000,polyurethane resin sheet non woven fabric cellular type inch polyurethane fabric ,
392113,3921130000,polyurethane sheet cellular wet polyurethane leather thickness width wet inner fabric ,
392113,3921130000,polyurethane spongeanti pad ,
392113,3921130000,polyurethane sponge body sponge ,
392114,3921140000,regenerated cellulose sheets cellular rasp ,
392119,3921191000,polyethylene plate epe plain ,
392119,3921191000,laminated foam sheet ,
392119,3921191000,ethylene vinyl acetate copolymer cellular eva sponge ,
392119,3921191000,eva sponge sheet ,
392119,3921191000,polyethylene sheet antistatic plain ,
392119,3921191000,polyethylene sheet foam sheet ,
392119,3921191010,polyethylene cellular sheet separator daramic polyethylene separators ,
392119,3921191010,polyethylene cellular film separator ,
392119,3921191090,polyethylene plate cellular impact foam padding ,
392119,3921191090,polyethylene cellular sheet knitted fabrics ,
392119,3921191090,cellular plates polymers ethylene lfa floor undercover pad ,
392119,3921191090,sheet polyethylene cellular foam ,
392119,3921191090,polyethylene cellular sheets ,
392119,3921191090,plate polymers ethylene cellular fuel tank frt pad ,
392119,3921191090,polyethylene cellular sheet softlon ,
392119,3921191090,polyethylene plates cellular pad pad ,
392119,3921191090,cellular sheets polymers ethylene thermosetting agent ,
392119,3921191090,polyethylene cellular sheet foam pad ,
392119,3921191090,polyethylene cellular foam sheet ,
392119,3921191090,polyethylene cellular sheet pdu ,
392119,3921191090,polyethylene cellular foam sheet ,
392119,3921191090,polyethylene cellular foam sheet ,
392119,3921192000,foamed polypropylene sheet ,
392119,3921192010,separator manufacturing secondary battery ,격리막(이차전지 제조용으로 한정한다)
392119,3921192090,cellular strip polypropylene foam tape ,
392119,3921192090,cellular sheet polymers propylene foam rfa ,
392119,3921199090,cellular sheet fluoropolymers exchange membrane film rdb ,
392119,3921199090,polytetrafluoroethylene cellular film uno ptfe menbrane ,
392119,3921199090,polytetrafluoroethylene cellular film uno ptfe membrane kakhi ,
392119,3921199090,polysulfone cellular film laminated nonwoven material ,
392119,3921199090,polysulfone cellular film membrane sheet ,
392190,3921901000,polyethylene copolymer sheet laminated nonwoven fabric coating ,
392190,3921901000,laminated polyethylene sheet tarpaulin ,
392190,3921901000,coating hapji ,
392190,3921901000,other sheets polymers polymers ethylene laminated atinyon flame retardancy ,
392190,3921901000,sheets polymers ethylenevinylacetate tpe sheet non woven ,
392190,3921901000,sheets polymers ethylene isolation dash pad tpe dash gasoline ,
392190,3921901000,sheets polymers ethylene tunnel pad tunnel ,
392190,3921901000,sheet polymers ethylene eva ,
392190,3921901000,other sheets polymers ethylene laminate film plastics white ,
392190,3921901000,nylon film pfn petal foilnylonlldpe size inch ,
392190,3921901000,laminate polyethylene sheet ,
392190,3921901000,paraseal ,
392190,3921901000,polyethylene film pet aluminium foil ldpe ,
392190,3921901000,film polymers ethylene laminated glassine pesab embracing team ,
392190,3921901000,polyethylene sheet vaccum package ,
392190,3921901000,polyethylene sheet polyethylene tarpaulin export import ,
392190,3921901000,sheet polymers ethylene laminated floor carpet vehicles ,
392190,3921901000,polyethylene film doy pack ,
392190,3921901000,polyethylene film laminated aluminium foil ,
392190,3921901000,polyethylene strip greenhouse band ,
392190,3921901000,polyethylene moisture vapor barrier film ,
392190,3921901000,polyethylene sheet ,
392190,3921901000,other sheets polyethylene laminated dcl apcoflex logo shiny ,
392190,3921901000,film polymers ethylene laminated glassine pesab embracing team ,
392190,3921901000,polyethylene ,
392190,3921901000,ethylene vinyl acetate copolymer sheet nonwoven fabric lpi gas canister cover ,
392190,3921902000,other sheets polypropylene laminated textile fabrics ,
392190,3921902000,polypropylene film pet cal cpp ,
392190,3921902000,polypropylene strip sfc ,
392190,3921902000,polypropylene film del ,
392190,3921902000,polypropylene film tab film ,
392190,3921902000,polypropylene sheet gmt sheet ,
392190,3921902000,polypropylene film heat seal coatingfoil adhbgr opp ,
392190,3921902000,polypropylene wrapper triplemint chewing gum ,
392190,3921902000,polypropylene sheet gmt sheet ,
392190,3921902000,polypropylene sheet tervakoski film ipo ,
392190,3921902000,polypropylene strip cord strap ,
392190,3921904010,warlow plate ,
392190,3921904010,rigid ,경질의 것
392190,3921904020,flexible ,연질의 것
392190,3921904020,polyvinyl chloride sheet flexible pvc fabric ,
392190,3921904020,polyvinyl chloride sheet flex ,
392190,3921904020,polyvinyl chloride sheets fabric ,
392190,3921904020,other sheet polymers vinyl chloride flexible type badv dockseal ,
392190,3921904020,poly vinyl sheet bay tex ,
392190,3921904020,other sheets polymers vinyl chloride flexible flex ,
392190,3921904020,fiber pvc sheet ,
392190,3921904020,poly vinyl sheet pvc tarpaulin ,
392190,3921904020,other sheet polymers vinyl chloride flexible type pvc tarpaulin ,
392190,3921904020,pvc sheet roll type pvc resinpolyester fabric kangwookorea ,
392190,3921904020,pvc sheet ,
392190,3921905010,polymethyl methacrylate ,폴리메틸메타클레이트로 만든 것
392190,3921905010,poly methyl methacrylate sheet novetek ,
392190,3921905090,acrylic polymer sheets plastics bonded quartz ,
392190,3921905090,acrylic polymer sheet new ,
392190,3921905090,arylic polymer sheets ,
392190,3921906010,polycarbonates ,폴리카보네이트로 만든 것
392190,3921906020,poly ethylene terephthalate film ,
392190,3921906020,laminated polyethylene terephthalate film mesh film ,
392190,3921906020,polyethylene terephthalate ,폴리에틸렌테레프탈레이트로 만든 것
392190,3921906030,unsaturated polyester sheet ,
392190,3921906030,unsaturated polyesters ,불포화 폴리에스테르로 만든 것
392190,3921907010,regenerated cellulose ,재생 셀룰로오스로 만든 것
392190,3921907020,vulcanised fibre ,벌커나이즈드 파이버로 만든 것
392190,3921909010,polyvinyl butyral ,폴리비닐 부티랄로 만든 것
392190,3921909020,polyamide sheets mtmthc black ,
392190,3921909030,melamine resin sheet melamine resin paper ,
392190,3921909030,amino-resins ,아미노수지로 만든 것
392190,3921909040,phenolic resin plates board ,
392190,3921909040,phenolic sheet ,
392190,3921909040,rubber phenolic resin sheet rpl ,
392190,3921909040,other sheets plastics ,
392190,3921909040,phenolic resins ,페놀수지로 만든 것
392190,3921909040,tego film ,
392190,3921909040,phenolic resin sheet ,
392190,3921909050,polyurethanes ,폴리우레탄으로 만든 것
392190,3921909050,polyurethane sheet npmax ,
392190,3921909050,espafullspan inch polyester polyurethane ,
392190,3921909050,polyurethane sheet dynalite ,
392190,3921909050,laminated polyureathane sheets fabric extra force ,
392190,3921909050,gosen hysuper grip gammagrip ,
392190,3921909050,polyurethane tape grip ,
392190,3921909050,polyurethane sheets white ,
392190,3921909090,melamine sheet decorative paper sheet ,
392190,3921909090,sheets epoxy resin prepreg ppreg ,
392190,3921909090,sheets epoxy resin prepreg ,
392190,3921909090,other plates plastics ,
392190,3921909090,other sheets plastics ,
392190,3921909090,melamine resin sheet orther materials ,
392190,3921909090,epoxy resin sheets epoxy laminates ,
392190,3921909090,laminated sheet ,
392190,3921909090,plastic strip ,
392190,3921909090,other sheets plastics ion exchange membrane aciplex ,
392190,3921909090,melamine resin sheet orther materials ,
392210,3922101000,baths baths ,목욕통과 샤워통
392210,3922101000,inflatable baby bathtub mtbt ,
392210,3922101000,whirlpool bathtub acrylic right apron whirlpool bath award ,
392210,3922101000,bath tub personal santa art ,
392210,3922101000,bath tub personal arjo adjustable bath primo ,
392210,3922102000,wash-basins ,세면대
392220,3922200000,lavatory seats covers ,변기용 시트(seat)와 커버
392290,3922901000,bidets ,비데
392290,3922909000,solar shower bag ,
392290,3922909000,sanitary wareurea pot ,
392290,3922909000,other sanitary ware plastics bubblematertfb ,
392310,3923100000,plastic case polypropylene ,
392310,3923100000,plastic case empty cosmetic container ,
392310,3923100000,ptray panel cbot atop ,
392310,3923100000,plastic briefcases bag polypropylene resin sheet ,
392310,3923100000,trayfor compact disk single ,
392310,3923100000,boxes cases crates similar articles ,상자ㆍ케이스ㆍ바구니와 이와 유사한 물
392310,3923100000,cosmetic case plastic pencil case ,
392310,3923100000,cosmetic case plastic koji spring heart oval dhc pencil cartridge ,
392310,3923100000,cosmetic case plastic tkse compact ,
392310,3923100000,packing box plastics hybox ,
392310,3923100000,articles conveyance packing goods plastics dragon poltray ,
392310,3923100000,empty container quarter pmc container chc pcm ,
392310,3923100000,plastic container plastic container ,
392310,3923100000,cosmetic case plastic compact caseecp ,
392310,3923100000,cosmetic case plastic empty pressed powder containerf ,
392310,3923100000,cases similar articles cosmetic lipstick plastic case ,
392310,3923100000,qpauccompact cremation container ,
392310,3923100000,crayola set ,
392310,3923100000,case plastics shipping jar inch plastic ,
392310,3923100000,box plastics stept empty rack ,
392310,3923100000,boxes cases crates similar articles plastics film box inch film box ,
392310,3923100000,articles conveyance packing goods plastics cooler box ,
392310,3923100000,case plastics ,
392310,3923100000,cosmetic case plastic empty pressed powder container ,
392310,3923100000,cosmetic case plastic hole palette caseept ,
392310,3923100000,poly boxx finslide rail waist ,
392310,3923100000,plastic case ,
392310,3923100000,polyvinylchloride case ,
392310,3923100000,compact disc case ,
392310,3923100000,plastic case empty cosmetic container ,
392310,3923100000,cosmetic case plastic plastic empty cosmetic powder case ,
